Unnamed:0,Cloud File,R-Mean,G-Mean,B-Mean,R-Var,G-Var,B-Var,Edge-DetectionValue,Label
1001,1588537560.jpg,142.9496249,138.2168232,133.7665791,791.9378564,474.0929787,357.1548595,2.483132595,1
1002,1588623960.jpg,145.9332341,140.3238715,135.2511037,298.6985821,217.0458001,198.5262652,1.100582837,1
1003,1588710360.jpg,141.9759107,137.4276964,135.2307718,207.8125808,143.0704108,155.4670484,1.232759022,1
1004,1588796760.jpg,91.4237886,135.1211534,170.8020035,1244.929827,800.9620432,683.0727804,1.732656715,4
1005,1588883160.jpg,144.9935128,140.6257285,138.0309958,1140.058203,730.7823043,634.7711638,2.919756789,2
1006,1588969560.jpg,97.79728578,133.6141284,165.3905785,1507.098017,938.3709808,717.8526149,2.452005053,2
1007,1589055960.jpg,96.40840386,136.2223889,170.1392012,1305.642385,815.2933345,656.9595967,1.314596509,0
1008,1589142360.jpg,148.2511161,142.456591,139.7607182,1178.841569,856.2663417,829.6034205,2.139734468,2
1009,1589228760.jpg,136.5478678,132.6968014,129.2904646,265.5546268,272.805089,265.2545572,1.328641183,1
1010,1589315160.jpg,122.9054664,133.5133944,141.3706558,1917.741046,1014.651735,732.9926854,4.153091673,2
1011,1589401560.jpg,142.6882781,140.6048456,138.4749845,191.8741542,135.4163093,137.2975746,0.976323785,1
1012,1589487960.jpg,136.6524143,128.9525801,122.5921108,563.4525914,271.4195031,156.2340023,1.022776383,3
1013,1589574360.jpg,143.7024135,138.9044534,134.7279793,1972.466072,1265.954009,1072.863666,2.81147771,2
1014,1589660760.jpg,132.9773476,136.3938151,139.5086038,1295.69345,816.4759551,689.0777286,2.904895213,2
1015,1589747160.jpg,139.1806269,136.973732,134.0313709,266.0580237,175.0596879,155.2417133,1.19687035,1
1016,1589833560.jpg,144.3332365,140.7450753,137.1325513,1119.015047,862.1552422,771.9067349,2.385669333,2
1017,1589919960.jpg,135.4879581,131.0005658,127.4139323,2193.481488,1630.341877,1509.407521,1.82023112,1
1018,1590006360.jpg,150.4937399,143.9027925,140.2286482,687.0411904,493.6442206,455.1206049,1.408855717,1
1019,1590092760.jpg,144.5941228,143.204093,141.406412,969.3493812,858.7215831,848.715829,1.428631107,1
1020,1590179160.jpg,117.5857554,128.7565011,135.763582,3113.867654,1689.312766,999.2007967,6.894475446,2
1021,1590265560.jpg,144.6015276,140.3710821,135.3152375,1051.249128,565.8910594,423.7277273,2.551418341,1
1022,1590351960.jpg,137.8580574,137.443416,137.1762633,2529.33755,1561.932934,1185.576347,5.578770616,2
1023,1590438360.jpg,121.1589231,135.8269795,146.3012362,1510.141385,852.0063657,639.6704229,4.950737847,2
1024,1590524760.jpg,116.5664458,137.3638618,153.8530831,1761.283803,904.9265185,622.2227049,4.678947328,2
1025,1590611160.jpg,133.8470858,131.624504,126.4883363,855.658926,627.156473,534.9536695,2.31352074,1
1026,1591043160.jpg,139.5765943,135.8851966,131.2525724,1617.197204,1006.023189,726.3003743,6.155904328,1
1027,1591129560.jpg,120.2504674,136.1153375,149.6396887,2304.015896,1173.368412,703.6709973,8.334085131,2
1028,1591215960.jpg,140.7180974,139.2553564,137.4478221,1091.415874,556.7551901,412.7566866,1.489644562,1
1029,1591302360.jpg,137.5023484,138.441452,137.8091557,2065.634365,1207.902157,861.7993059,4.308665055,2
1030,1591388760.jpg,140.9573165,137.3632115,133.9833031,626.8318044,407.6046536,360.2516922,1.386688523,1
1031,1591475160.jpg,106.2529452,141.6314593,168.1546797,699.8349848,460.7328905,444.0291217,1.404929315,4
1032,1591561560.jpg,92.51985677,134.8824529,170.275179,727.6235315,425.3793653,339.8172941,1.390168496,4
1033,1591647960.jpg,136.6060586,138.7465038,141.6551169,1959.389525,1038.167345,630.7726231,2.075741722,0
1034,1591734360.jpg,142.9982933,139.49969,135.5480709,1386.958498,974.5903087,866.2504484,3.721699839,2
1035,1591820760.jpg,121.9108739,138.7843269,153.5603973,1167.281945,587.7952774,405.3440069,3.116429501,2
1036,1591907160.jpg,114.8358592,125.0650716,133.0884463,2477.23532,1369.424675,954.7173516,7.609422278,2
1037,1591993560.jpg,94.23682106,134.5392183,168.6837875,702.6895693,405.0147798,321.9226721,1.551779514,4
1038,1592079960.jpg,136.8189631,136.4277414,135.3799154,1823.300042,1019.986372,779.7974534,2.886645895,2
1039,1592166360.jpg,96.32384983,133.0126023,163.9287675,988.1251343,535.5941895,382.2762899,3.031547619,2
1040,1592252760.jpg,129.2312957,141.6444809,151.5518221,898.9042272,466.1066302,452.1646508,4.91929796,2
1041,1592339160.jpg,115.7375085,136.3765075,150.4830365,1263.05504,605.7090691,448.3204448,5.190971447,2
1042,1592425560.jpg,144.1570537,140.5311709,137.9213216,1082.973932,646.772979,503.3833233,2.083142671,2
1043,1592511960.jpg,120.1742567,139.2615397,152.1284048,812.4930047,351.2484287,285.9732994,3.113498264,2
1044,1592598360.jpg,140.2200381,137.9395988,135.2451924,1655.605018,1329.208463,1336.052036,4.113097563,2
1045,1592684760.jpg,129.4726935,136.5640563,139.9118063,903.1550455,516.2967354,454.8525417,3.068155537,2
1046,1592771160.jpg,147.8671619,142.237338,138.684523,318.4889055,167.5760205,164.5734987,1.129549541,3
1047,1592857560.jpg,136.7742707,136.2619807,134.0253945,1067.847337,785.9359699,801.7812585,3.485188802,2
1048,1592943960.jpg,129.1019865,126.4296604,122.2753999,1603.451431,1074.812956,1007.511537,4.72077908,2
1049,1593030360.jpg,66.60473168,72.2749442,76.01303788,899.2478219,451.1159793,280.9332951,4.142721509,2
1050,1593116760.jpg,127.2849013,134.4592688,140.6923828,2490.102403,1246.635664,696.5840547,8.000782025,2
1051,1593203160.jpg,130.6587937,140.3296813,146.3834457,745.3128162,420.4109453,421.4408282,2.456390284,1
1052,1593289560.jpg,142.824504,143.8994048,143.8090278,164.9986685,154.718852,158.403116,0.958382937,3
1053,1593635160.jpg,132.6831977,137.5233763,142.2688926,1088.257223,594.7266655,479.5392636,4.471647135,2
1054,1593721560.jpg,115.1035234,138.251392,155.5166054,1591.669559,846.7016226,598.0683068,4.746174355,2
1055,1593807960.jpg,134.9414574,139.1283071,140.0926905,2093.479024,1083.910101,672.0771793,1.706966921,1
1056,1593894360.jpg,144.1941073,141.7178029,136.8932237,1066.308544,717.2900976,579.0972988,1.706441437,2
1057,1593980760.jpg,140.8219758,142.0114777,140.0799185,1158.525703,930.6939957,916.0979115,3.091493831,2
1058,1594067160.jpg,124.4228733,124.615153,121.1292868,765.9625798,430.7081668,294.3844126,2.03117172,2
1059,1594153560.jpg,131.2943894,130.7226601,129.0298999,1196.006469,868.1423061,693.4548476,1.390226625,2
1060,1594239960.jpg,140.094463,136.900117,130.9216533,1339.907244,889.4512484,656.4875296,2.133141896,3
1061,1594326360.jpg,123.517568,139.4049634,148.8556408,835.531997,578.2980458,638.4671255,2.764273313,2
1062,1594412760.jpg,130.5783901,134.8482065,139.9290055,1718.829672,938.9960389,710.6774468,6.20313275,2
1063,1594499160.jpg,127.8412187,134.0726749,137.9836627,1189.480077,777.9362285,778.8346716,4.518691096,2
1064,1594585560.jpg,120.5085767,135.233345,146.2430354,1701.82012,857.9284316,600.178781,5.776142423,2
1065,1594671960.jpg,125.4693073,133.361518,141.7086627,2844.621968,1489.490984,932.7214044,7.557284691,2
1066,1594758360.jpg,135.5794565,139.127815,141.33104,1500.109369,909.6784023,766.8191785,5.297019934,2
1067,1594844760.jpg,147.5113142,143.7545247,139.2360104,696.6455829,430.3499958,363.8002329,1.453721013,2
1068,1594931160.jpg,141.3013928,140.9235158,139.0745078,170.2969856,95.48454032,93.72239454,1.17140687,3
1069,1595017560.jpg,105.3828854,136.5874403,160.9591611,1090.270966,652.0817872,527.7328839,2.040352183,2
1070,1595103960.jpg,135.1609259,142.9065104,146.2361266,962.8907409,607.8691243,642.9763499,4.39211542,2
1071,1595190360.jpg,144.4621032,141.8960317,137.559623,155.001726,93.79513058,96.09544063,0.817441716,3
1072,1595276760.jpg,127.9079086,129.3148724,128.0140633,781.2962966,641.0373765,628.8295541,1.718725198,1
1073,1595363160.jpg,129.1887215,134.104996,134.337383,972.6683866,570.7918606,417.0047406,3.829324002,2
1074,1595449560.jpg,121.4878805,135.774945,146.889009,1309.152423,803.3961315,692.9405712,2.369748264,0
1075,1595535960.jpg,103.1746683,127.4348889,147.5508727,1796.798766,927.5785451,569.0594903,3.016803075,2
1076,1595622360.jpg,121.5469959,130.0045658,136.9454629,2366.312513,1143.554289,736.3877282,4.681304253,2
1077,1595708760.jpg,111.6510789,141.6386114,160.6642276,821.5821618,599.1003569,574.3936503,1.416112506,4
1078,1595795160.jpg,126.1791279,139.9871722,149.1142997,866.8584328,512.5150752,564.0767297,4.604492963,2
1079,1595881560.jpg,140.7593835,143.3281955,142.3703458,858.6864389,670.2343799,690.0097926,1.258124845,3
1080,1596313560.jpg,153.1320785,145.1655692,138.7559601,1666.400556,1360.678708,1167.571685,1.340508743,3
1081,1596399960.jpg,114.3616924,132.1437298,147.1823506,1109.665105,593.5554175,528.7098038,4.822098989,2
1082,1596486360.jpg,135.6607391,135.3006828,132.3883797,1527.375863,1279.540647,1133.798133,1.542443266,3
1083,1596572760.jpg,140.7576009,138.5667039,136.1432873,1584.95508,1048.647893,970.9766762,5.080098276,2
1084,1596659160.jpg,123.7279049,133.4642338,141.4843556,2373.523867,1369.455881,991.1704429,4.292145647,2
1085,1596745560.jpg,136.3123031,139.1008867,140.9812616,1383.888441,1002.116304,1140.569297,4.552656095,2
1086,1596831960.jpg,123.9743823,138.5680804,148.4689655,1679.807842,1027.045359,875.8986152,4.407822576,2
1087,1596918360.jpg,111.9272918,134.5097284,150.5871799,1421.156245,944.1366598,765.4030535,1.541693018,0
1088,1597004760.jpg,127.174118,135.8448382,143.2473486,2561.77302,1509.973648,1025.679522,5.97687407,2
1089,1597091160.jpg,136.0109228,134.4108298,130.0782506,703.3801441,443.4110064,341.2469925,2.862758092,2
1090,1597177560.jpg,125.6381293,136.187345,143.2756921,1675.490935,1035.522696,923.9528373,3.527435981,2
1091,1597263960.jpg,130.8516989,132.1192925,131.2731686,2684.956029,1973.759675,1773.170285,5.158646453,2
1092,1597350360.jpg,141.1465875,137.6174758,131.838234,1548.347122,1072.121743,841.0343934,3.44679672,2
1093,1597436760.jpg,133.5975067,138.3451466,137.9835255,1334.984709,1070.924252,1120.401502,2.940180897,2
1094,1597523160.jpg,134.1774399,139.7968634,142.0333202,1440.847986,1072.847751,1119.439917,3.865483941,2
1095,1597609560.jpg,101.2567135,134.8834457,162.083672,1633.649035,1095.336329,910.0856182,1.955069599,4
1096,1597695960.jpg,140.8338883,140.5998737,138.6368172,1747.150027,1217.746833,985.1614553,4.309940011,2
1097,1597782360.jpg,128.1793139,142.495514,152.3363126,1496.794463,1008.686678,1113.883742,3.52624783,2
1098,1597868760.jpg,92.93614831,134.0507813,168.6048789,1728.456163,1132.165069,922.1281048,1.73108724,4
1099,1597955160.jpg,97.4831543,129.5607709,155.1632657,1771.859638,1141.416395,909.7176678,2.458743335,2
1100,1598041560.jpg,125.1684702,132.9881301,140.9791581,3809.438322,2082.680539,1403.718817,2.469660683,0
1101,1598127960.jpg,107.7643493,136.2492653,156.842806,1473.731028,1084.115753,1044.87737,1.927287171,4
1102,1598214360.jpg,115.4853748,136.4356252,148.8256332,1416.19457,1126.462758,1140.901124,1.907570685,2
1103,1598300760.jpg,130.1510982,126.4402421,121.3234073,971.0986111,617.6546399,451.9564499,3.12601764,2
1104,1598387160.jpg,117.4225842,120.0687213,117.6047859,1840.138912,1337.924637,1008.396919,2.470924789,2
1105,1598473560.jpg,137.9230926,140.9116017,140.1763711,1567.634441,1227.421655,1241.813735,3.122867063,2
1106,1598559960.jpg,144.6333705,143.9885417,140.6989583,413.6411145,274.2080734,250.4244982,1.411793155,2
1107,1598991960.jpg,136.9316189,136.5002945,134.4621993,348.5806136,270.3585596,264.2223791,1.04227198,2
1108,1599078360.jpg,146.3249876,142.0651305,136.1499488,1137.5655,867.8608591,754.2259575,1.309078156,2
1109,1599164760.jpg,127.4439407,135.3164667,140.4154863,2403.881398,1773.838705,1593.286866,1.809883433,0
1110,1599251160.jpg,115.9169147,128.5126426,139.9041016,4309.611459,2626.778381,1854.612689,2.123729694,0
1111,1599337560.jpg,107.9121706,133.3065786,152.2972897,2460.094316,1793.554069,1549.814475,1.725205388,4
1112,1599423960.jpg,128.9926432,136.1077699,139.1550688,3047.991067,2072.078556,1658.58161,1.799424138,2
1113,1599510360.jpg,140.8813337,136.5679633,131.0537071,741.4177217,419.5437317,305.0890078,1.765798611,2
1114,1599596760.jpg,113.288275,130.5292163,140.7245016,2728.36636,1912.955421,1613.364954,2.354761905,2
1115,1599683160.jpg,134.832432,137.7214247,136.6380844,2342.04271,1935.124643,1854.635363,2.178888424,2
1116,1599769560.jpg,138.8929618,136.0822475,132.7764935,144.3620601,95.59572248,107.2781737,0.926495071,3
1117,1599855960.jpg,133.221155,132.5666419,129.9491498,1137.806675,722.140952,568.437065,2.447666326,2
1118,1599942360.jpg,135.7987979,134.0720339,130.3189112,2956.559332,2586.162657,2692.651171,2.523015873,2
1119,1600028760.jpg,136.2520632,135.3931447,131.5353051,1716.505772,1414.31294,1352.729776,3.112216332,2
1120,1600115160.jpg,142.6254929,140.8034234,135.0525422,1923.186505,1755.723063,1814.30559,1.104939391,5
1121,1600201560.jpg,138.2238188,137.6574986,132.8400243,2769.868711,2394.550841,2282.326202,1.121681238,4
1122,1600287960.jpg,134.6678478,132.1948994,126.4096036,1355.66917,1124.750058,1140.028265,1.289942181,3
1123,1600374360.jpg,142.9826265,138.8432578,133.1040992,2196.94305,1351.307931,1055.952255,1.927790954,2
1124,1600460760.jpg,97.78642578,130.5047929,158.7094324,3689.789879,2402.885529,1829.348102,1.969410342,4
1125,1600547160.jpg,97.3191631,128.3269485,154.0788396,3558.576906,2410.875108,1937.050151,1.990376984,4
1126,1600633560.jpg,101.0415907,129.9687671,154.2383805,3963.953265,2606.701929,2044.97117,2.68398825,2
1127,1600719960.jpg,131.0448475,132.4341998,130.4809384,3405.425684,2877.472817,2617.991751,1.285832868,4
1128,1600806360.jpg,145.3656498,141.6911799,137.4747768,1841.770645,1505.487574,1415.82905,1.132024275,1
1129,1600892760.jpg,146.8197002,139.0694173,131.219267,1226.110825,662.0962314,465.3936468,1.369824994,1
1130,1600979160.jpg,118.9936888,132.724335,141.4270198,3207.467195,2590.449282,2353.737818,1.574390811,4
1131,1601065560.jpg,115.1529607,131.0633332,141.9102105,3552.813069,2725.671577,2397.853023,2.170199343,4
1132,1601151960.jpg,131.8715766,134.7507673,134.661773,2021.95352,1400.040111,962.954382,1.609909784,1
1133,1601238360.jpg,128.3958008,130.7263563,130.1958984,3286.313093,2591.014425,2349.551326,1.28647926,4
1134,1601583960.jpg,125.1259277,130.9375845,137.0901708,4477.223492,3217.085657,2781.104978,4.876977152,2
1135,1601670360.jpg,146.2879658,141.1438275,137.5238832,1386.409993,1025.273868,895.1598013,3.301080419,2
1136,1601756760.jpg,137.6156157,133.820042,131.1437097,841.8990416,618.4998394,532.2921172,2.476388114,1
1137,1601843160.jpg,149.1168356,141.539657,137.7256022,379.7569875,335.2332984,304.0345312,1.496618459,2
1138,1601929560.jpg,107.6216138,124.7164481,141.3852996,4331.849539,3126.229454,2544.241352,2.184202164,4
1139,1602015960.jpg,119.3059694,130.4070134,136.92992,3518.818066,2796.588244,2504.142013,1.42093719,4
1140,1602102360.jpg,110.6780056,127.4856841,140.6621024,4167.499238,3076.427212,2559.622422,1.654111638,4
1141,1602188760.jpg,108.1422565,124.5016439,137.7421766,4598.635194,3244.597675,2572.719463,1.818962364,4
1142,1602275160.jpg,119.404362,122.3907188,121.8366017,3010.802386,2274.094123,1966.844981,3.190635076,2
1143,1602361560.jpg,116.697771,123.1037024,126.2133975,3423.449714,2567.56575,2168.41525,2.053075397,2
1144,1602447960.jpg,132.3455272,129.183548,125.2158467,3742.512547,3123.910261,2927.438931,3.623291016,2
1145,1602534360.jpg,143.6037698,142.6930556,142.2075397,283.5470753,176.047954,171.5979057,1.093667845,2
1146,1602620760.jpg,104.6132309,124.8839162,142.5837852,4708.308459,3265.834539,2576.815446,1.829179067,4
1147,1602707160.jpg,119.0669868,122.3010951,127.1590131,4660.188352,3432.183639,2790.868898,1.871185981,0
1148,1602793560.jpg,145.0459914,141.2837271,140.8668124,474.3307345,337.4311247,349.0429877,1.154608445,1
1149,1602879960.jpg,105.7663039,117.23033,127.9691282,4610.751991,3329.563247,2719.964528,2.903938802,2
1150,1602966360.jpg,141.7534133,137.7805339,135.1064717,679.3838441,344.3620684,259.0121137,1.009863281,1
1151,1603052760.jpg,150.9305912,143.1332101,137.1201784,1000.083811,719.5159395,570.1188572,1.691683718,1
1152,1603139160.jpg,138.7363095,136.3901786,134.4348214,243.8600649,213.2828146,224.7055081,0.858953373,3
1153,1603225560.jpg,146.4491071,142.6990079,141.6358135,243.2313757,185.8612267,204.5913141,0.855208333,3
1154,1603311960.jpg,153.1789745,145.2506014,140.5981213,333.4724107,211.2613464,223.2426633,0.989653863,1
1155,1603398360.jpg,120.9709938,124.8691135,126.7420131,3642.110793,2994.529851,2843.733909,4.320388455,2
1156,1603484760.jpg,153.5859995,145.0891764,138.6916124,1539.883883,1073.920434,890.9948153,2.662694537,2
1157,1603571160.jpg,110.3030909,122.5789466,133.4331737,4567.928859,3444.822495,2831.981907,2.123408048,4
1158,1603657560.jpg,150.954758,144.9767818,143.2025755,290.1488809,224.9983704,229.5042237,0.917730035,3
1159,1603743960.jpg,136.4178571,135.5594246,135.7031746,197.1586171,164.538619,177.4228942,0.956318204,3
1160,1603830360.jpg,135.5616071,134.4339286,136.1410714,312.5341293,242.8706625,240.8936188,0.897420635,3
1161,1604262360.jpg,128.9138393,123.4363211,119.1544387,4387.052694,3925.641383,3910.11331,2.744594029,2
1162,1604348760.jpg,114.4120303,125.7557904,135.5819553,4390.486934,3350.216457,2712.676786,1.947822886,0
1163,1604435160.jpg,94.52727477,119.2234158,139.986194,5015.203889,3445.56183,2605.586278,2.549741133,4
1164,1604521560.jpg,96.83441298,119.4557354,137.9398492,5186.783756,3525.043649,2662.400929,3.021847873,1
1165,1604607960.jpg,124.2526158,122.4654142,120.1822591,3032.415632,2531.539381,2255.983293,1.564815073,1
1166,1604694360.jpg,105.5733282,120.9040241,133.1344517,4716.289756,3367.002749,2604.175134,2.040505642,4
1167,1604780760.jpg,97.73113064,118.563847,134.6602012,4588.291697,3284.770609,2589.976749,2.2773391,4
1168,1604867160.jpg,92.59838015,117.4201133,137.4397213,4927.158933,3422.553774,2602.787441,2.647875589,4
1169,1604953560.jpg,119.2978074,121.7845161,121.6838898,3188.48175,2393.83889,1952.865726,4.025807602,2
1170,1605039960.jpg,144.4130805,138.4175076,135.2254565,332.8260713,228.256887,216.6902369,1.436390129,1
1171,1605126360.jpg,97.47941236,120.681736,140.4043961,4761.722907,3487.663563,2790.661253,2.385883247,4
1172,1605212760.jpg,97.28025871,119.9680145,139.6237847,4509.779039,3312.124815,2614.110466,1.772397383,4
1173,1605299160.jpg,98.71760758,121.1832225,140.428914,4731.234116,3368.278671,2622.649887,2.019538225,4
1174,1605385560.jpg,137.9634541,133.2598129,130.1000302,298.3235117,272.7680666,219.8923013,1.032702443,3
1175,1605471960.jpg,116.797864,115.3843099,113.7560245,2682.979181,2565.62268,2548.630617,2.573117405,2
1176,1605558360.jpg,94.90891385,114.5081016,130.1474346,4700.702793,3393.58361,2652.373067,2.010545325,4
1177,1605644760.jpg,94.41425394,119.9801091,141.4309756,4652.04911,3259.780321,2507.026762,2.508066716,4
1178,1605731160.jpg,97.81753007,119.2930277,136.9186849,4563.523631,3225.414175,2506.525742,2.31366955,4
1179,1605817560.jpg,103.8252573,120.6403592,135.3729926,5487.957145,3799.730935,2909.353337,1.992569599,0
1180,1605903960.jpg,129.2762052,127.4084139,122.7014943,2435.178976,2048.315426,1592.004382,4.858527096,2
1181,1605990360.jpg,139.3267648,134.6594037,133.4275584,324.4220992,232.8572123,216.6469952,0.995719401,1
1182,1606076760.jpg,134.8518733,133.4287233,133.75144,263.1107601,196.1785227,207.0057635,0.97234313,3
1183,1606163160.jpg,99.13254898,111.8020206,122.440146,5876.191719,4060.716258,3064.966378,1.925683594,0
1184,1606249560.jpg,134.1949079,130.6924278,127.1572762,1007.295557,745.5982921,577.5485529,1.046386719,5
1185,1606335960.jpg,147.1589782,141.0263052,141.8765842,914.508391,426.3592767,285.5513856,1.533514695,1
1186,1606422360.jpg,138.0724067,134.5830094,134.9189717,203.3126578,193.0585376,205.584943,1.15585395,3
1187,1606508760.jpg,131.2596734,126.7990459,123.6640648,2185.745849,1805.505783,1552.477488,3.349842665,1
1188,1546358160.jpg,147.3719223,141.226337,140.713837,510.2648957,314.3641137,320.2632736,1.170593068,2
1189,1546444560.jpg,137.4280622,132.7046557,132.2796836,270.7733034,254.6091655,276.7054305,1.284577288,3
1190,1546530960.jpg,85.40838759,123.2265958,163.9486196,842.5714528,515.5142383,323.6794711,1.009443979,2
1191,1546617360.jpg,255,248,255,0,0,0,1.007703993,5
1192,1546703760.jpg,95.57111003,124.8092673,152.2317623,696.33333,555.6732495,355.7132079,0.983114769,4
1193,1546790160.jpg,114.9838534,132.2161404,152.7217944,1480.598374,739.9199151,325.8735767,1.463776507,0
1194,1546876560.jpg,255,248,255,0,0,0,1.007703993,5
1195,1546962960.jpg,53.50764354,126.3288179,184.1190895,566.585118,545.9351591,511.0358797,0.954877387,4
1196,1547049360.jpg,134.0174603,135.0837798,139.2178199,128.6979993,109.1076046,123.2520615,0.988139416,2
1197,1547135760.jpg,144.9413644,142.0968207,144.1838247,168.0734313,146.1788636,162.675599,0.965565321,2
1198,1547222160.jpg,148.8342262,144.3133929,145.6831349,198.6719424,145.8770019,154.1066588,0.916121032,1
1199,1547308560.jpg,131.8013563,123.8488793,120.151578,132.2245334,90.92996821,97.09538348,1.468529111,3
1200,1547394960.jpg,143.0501984,136.3559524,136.3201389,83.43834073,45.7841982,48.34263758,0.843174913,2
1201,1547481360.jpg,68.44307106,111.782642,149.3830512,515.9087538,354.1217845,188.3533028,0.837130301,4
1202,1547567760.jpg,136.9182795,130.2581388,129.2681989,97.73141313,64.97625018,67.10758864,0.87539295,3
1203,1547654160.jpg,136.0127976,136.5388889,141.5676587,140.1020281,73.02181045,80.62926096,0.83077412,2
1204,1547740560.jpg,145.1336821,136.606815,133.9712333,150.9627637,99.04687583,103.1360013,0.845856585,3
1205,1547826960.jpg,143.1485181,141.7917721,145.4279824,213.1624631,188.0991976,204.2059525,0.935273282,3
1206,1547913360.jpg,143.2561027,138.1395818,138.5440329,339.3917294,256.9095084,273.0735773,0.993965464,3
1207,1547999760.jpg,120.6723966,125.1435462,137.4137013,438.7758567,240.8210774,150.5233158,1.093810454,0
1208,1548086160.jpg,78.47434818,110.2614924,142.4764989,1830.336619,844.2328122,379.1632746,2.177793279,0
1209,1548172560.jpg,140.7463968,136.6506379,137.72725,244.3827239,195.3454831,165.8638321,1.184058005,1
1210,1548258960.jpg,145.4730213,139.8926518,138.6329171,395.9865505,379.0012282,373.7205864,1.400974237,1
1211,1548345360.jpg,58.75914171,125.5411954,187.2242343,1526.008707,552.8782602,315.4535896,1.807745071,2
1212,1548431760.jpg,37.11415551,124.806188,194.2280111,548.4905694,624.8695116,695.8512871,0.948928881,4
1213,1548518160.jpg,93.14656886,135.8433462,178.6074831,1025.026359,420.6883386,211.2651788,1.605293589,2
1214,1548604560.jpg,58.58171425,116.5430114,166.0345664,527.7966818,468.1604842,361.0637535,0.873081752,4
1215,1549036560.jpg,141.7480143,133.5764865,132.5217246,75.15671651,41.5244558,46.0480849,0.742196801,3
1216,1549122960.jpg,69.39029018,120.453869,164.8847346,546.0674761,372.1621933,229.203193,0.843767051,4
1217,1549209360.jpg,110.6409544,130.5809074,151.0811849,1004.484722,420.6891075,250.5550859,3.931134518,2
1218,1549295760.jpg,145.3791659,136.6898802,131.5843246,191.6299009,110.3669636,113.0834074,0.817141772,1
1219,1549382160.jpg,143.3800595,138.2633929,138.1043651,214.3504332,162.4626058,169.1618634,0.815919519,3
1220,1549468560.jpg,149.7552579,145.7177579,146.1075397,458.8845954,357.2846747,381.8072348,0.917381262,3
1221,1549554960.jpg,147,146.6669643,143.3723214,416.3962054,287.0357886,274.4874432,0.864174107,3
1222,1549641360.jpg,140.5280645,137.6283095,138.9169356,356.8590369,308.0244516,276.5702852,1.316973586,1
1223,1549727760.jpg,30.97655165,123.3601966,194.0431749,543.1073619,529.4350681,546.1920518,0.987682137,4
1224,1549814160.jpg,136.5795658,132.1338317,131.4908753,171.2178214,136.6930305,146.9893234,0.803212581,3
1225,1549900560.jpg,139.1520833,135.814881,137.1422619,136.6702393,117.9980877,128.2436659,0.789157831,1
1226,1549986960.jpg,144.3421627,138.287004,137.8697421,249.5459703,209.1769045,215.822269,0.845303199,3
1227,1550073360.jpg,49.12522476,120.8023616,182.8961806,1024.700097,512.7602113,438.3645253,1.622748481,2
1228,1550159760.jpg,146.9891749,144.6410598,146.0429447,237.7757764,202.9381177,202.2078462,1.200413101,1
1229,1550246160.jpg,101.795359,135.1841262,171.0356414,777.4234448,450.5796353,240.8215099,1.111519562,0
1230,1550332560.jpg,46.30361328,120.7670348,182.401223,1174.425893,507.7881062,351.8699539,1.492127046,2
1231,1550418960.jpg,136.9035776,134.3500558,135.2886223,161.996604,136.2629133,135.6677001,0.855931455,1
1232,1550505360.jpg,141.7705349,136.9005945,137.6476183,486.8133916,348.4738076,367.4611128,1.222723679,2
1233,1550591760.jpg,105.1572281,136.508376,170.5082682,286.5818145,158.5722311,109.229089,1.284389726,0
1234,1550678160.jpg,132.7066468,129.737004,130.040377,180.7283381,153.7099098,162.2574068,0.833152747,1
1235,1550764560.jpg,104.4345959,136.4016059,171.8474695,328.0692265,189.9676313,116.0816382,1.173983135,0
1236,1550850960.jpg,148.6567429,143.7694413,144.1465247,169.2544433,131.5605487,149.9970976,0.833489118,1
1237,1550937360.jpg,148.234623,145.6640873,147.3160714,205.4005929,195.6831805,203.989569,0.901075769,1
1238,1551023760.jpg,136.2506758,132.4804501,134.1072359,214.382733,146.290528,153.9473562,0.938167318,3
1239,1551110160.jpg,38.14804532,122.1806036,190.7931408,589.1101433,564.5627119,601.2553058,0.984075831,0
1240,1551196560.jpg,131.5545891,141.6345866,156.6661962,129.0563981,55.72613248,34.75245074,0.916155909,0
1241,1551282960.jpg,145.684954,142.1120001,142.5404227,118.9226745,67.34497319,70.98605667,1.250656467,2
1242,1551455760.jpg,118.835119,139.0023313,161.1630952,199.8989117,84.34997596,70.49751329,0.993992591,1
1243,1551542160.jpg,144.7207341,143.0007937,144.7268849,208.2840021,181.7821298,189.20486,0.976360987,2
1244,1551628560.jpg,139.4996032,137.0696429,138.7632937,168.1477491,133.9863515,141.6566003,0.888698227,2
1245,1551714960.jpg,57.11345951,115.5115397,165.1386657,851.1145063,570.7620847,441.995366,1.583417039,2
1246,1551801360.jpg,123.7673898,136.4175673,154.3267888,269.6986586,134.5263692,96.47548679,0.983554222,1
1247,1551887760.jpg,60.33890439,121.1059749,173.8421123,1648.189917,759.2451519,506.2113322,1.928080047,2
1248,1551974160.jpg,144.2924603,140.2247024,139.2587302,153.644914,120.7925551,135.8988232,0.833120195,1
1249,1552060560.jpg,150.9422619,144.6420635,143.4005952,328.9145607,263.4199345,269.0556321,0.924203249,1
1250,1552146960.jpg,146.7838294,141.1179563,139.9912698,211.2547025,175.6690662,175.7679235,0.879651073,3
1251,1552233360.jpg,138.2899647,134.2988436,134.882425,312.9825298,215.8399537,222.9493613,1.13289698,2
